index,id,release_date,production_budget,worldwide_gross,genre_ids
The Simpsons Movie,80,2007,72500000,527071022,
The Singing Detective,22,2003,8000000,524747,
The Singles Ward,38,2002,500000,1250798,
The Sisterhood of Night,94,2015,1000000,6870,"[9648, 18, 53]"
The Sisterhood of Night,94,2015,1000000,6870,"[9648, 18, 53]"
The Sisterhood of the Traveling Pants,13,2005,25000000,41560117,
The Sisterhood of the Traveling Pants 2,97,2008,27000000,44270131,
The Sisters Brothers,82,2018,38000000,13143056,"[35, 18, 37]"
The Sitter,32,2011,25000000,38749404,[35]
The Sixth Sense,75,1999,40000000,672806292,
The Skeleton Key,42,2005,40000000,92256918,
The Skeleton Twins,36,2014,1000000,5797192,[18]
The Skulls,37,2000,15000000,35007180,
The Slaughter Rule,61,2003,500000,13134,
The Sleepwalker,2,2014,1100000,2636,[18]
The Smurfs,20,2011,110000000,563749323,"[16, 10751, 12, 35, 14]"
The Smurfs 2,33,2013,110000000,348547523,"[14, 10751, 35, 16]"
The Snowman,40,2017,35000000,43226146,"[18, 80, 53, 27]"
The Social Network,91,2010,40000000,224922135,[18]
The Soloist,25,2009,60000000,38522450,
The Son of No One,51,2011,15000000,1148578,"[18, 53, 80]"
The Sorcerer's Apprentice,44,2010,160000000,217986320,"[14, 12, 28, 35, 18]"
The Sound and the Shadow,89,2014,500000,0,
The Sound of Music,60,1965,8200000,286214286,
The Space Between Us,84,2017,30000000,16481405,"[10749, 12, 878, 18]"
The Spanish Prisoner,35,1998,10000000,13835130,
The Specialist,80,1994,45000000,57362581,"[18, 28]"
The Specials,89,2000,1000000,12996,
The Spectacular Now,22,2013,2500000,6916951,"[35, 18, 10749]"
The Spiderwick Chronicles,32,2008,92500000,162839667,
The Spirit,38,2008,60000000,39006188,
The SpongeBob Movie: Sponge Out of Water,74,2015,74000000,311013181,"[12, 35, 10751, 14, 16]"
The Spy Next Door,68,2010,28000000,46752858,"[28, 35, 10751]"
The Spy Who Loved Me,83,1977,14000000,185400000,
The Square,10,2010,1900000,740932,"[99, 18, 36]"
The Square,10,2010,1900000,740932,[18]
The Square,100,2013,1500000,176262,"[99, 18, 36]"
The Square,100,2013,1500000,176262,[18]
The Squid and the Whale,72,2005,1500000,11191423,
The Star,39,2017,20000000,62758010,"[35, 12, 10751, 14, 16]"
The Statement,17,2003,27000000,1545064,
The Station Agent,34,2003,500000,9470209,
The Stepfather,70,2009,20000000,29227561,
The Stepford Wives,87,2004,100000000,96221971,
The Stewardesses,13,1969,200000,25000000,
The Sticky Fingers of Time,90,1999,250000,20628,
The Sting,14,1973,5500000,159616327,
The Story of Us,67,1999,50000000,27100030,
The Straight Story,55,1999,10000000,6197866,
The Strangers,73,2008,9000000,83051676,
The Strangers: Prey at Night,79,2018,5000000,29960051,"[27, 53]"
The Sum of All Fears,54,2002,68000000,193500000,
The Sun is Also a Star,96,2019,9000000,5434029,
The Sweeney,53,2013,4500000,8000366,"[28, 80]"
The Sweet Hereafter,41,1997,5000000,7951247,
The Sweetest Thing,39,2002,43000000,63078756,
The Switch,39,2010,19000000,49858465,"[35, 10749, 18]"
The Tailor of Panama,17,2001,18000000,27491653,
The Taking of Pelham 123,35,2009,110000000,152364370,
The Taking of Pelham One Two Three,76,1974,3800000,0,
The Tale of Despereaux,93,2008,60000000,90482317,"[12, 16, 10751]"
The Tale of Despereaux,93,2008,60000000,90482317,"[12, 16, 10751]"
The Talented Mr. Ripley,5,1999,40000000,128792135,
The Tempest,1,2010,20000000,277943,"[18, 14]"
The Ten,41,2007,5250000,786677,
The Ten Commandments,34,1956,13500000,85434516,
The Ten Commandments,95,2007,10000000,1051907,
The Terminal,46,2004,75000000,218673959,
The Terminator,5,1984,6400000,78019031,
The Terrorist,48,2000,25000,195043,
The Texas Chainsaw Massacre,69,2003,9000000,107967319,
The Texas Chainsaw Massacre,66,1974,140000,26572439,
The Texas Chainsaw Massacre 2,11,1986,4700000,8025872,
The Texas Chainsaw Massacre: The Beginning,37,2006,16000000,50517763,
The Theory of Everything,35,2014,15000000,123327692,"[18, 10749]"
The Thief and the Cobbler,64,1995,24000000,669276,
The Thin Red Line,73,1998,52000000,97709034,
The Thing,77,2011,38000000,27573078,"[27, 878, 9648, 53]"
The Thirteenth Floor,61,1999,16000000,11810854,
The Thomas Crown Affair,19,1999,48000000,124304264,
The Thousand Miles,16,2017,20000000,0,
The Three Musketeers,77,2011,90000000,139877913,"[12, 28, 53]"
The Three Stooges,4,2012,30000000,54052249,[35]
The Tigger Movie,33,2000,20000000,96147688,
The Timber,85,2015,2100000,0,
The Time Machine,83,2002,80000000,98983590,
The Time Traveler's Wife,45,2009,39000000,102332135,
The To Do List,77,2013,1500000,4128828,"[35, 10749]"
The Touch,10,2004,20000000,5918742,
The Tourist,85,2010,100000000,278731369,"[28, 53, 10749]"
The Town,92,2010,37000000,152566881,"[80, 18, 53]"
The Toxic Avenger,92,1984,475000,0,
The Toxic Avenger Part II,65,2015,2300000,0,
The Train,100,1965,5800000,6800000,
The Transporter,70,2002,21000000,43928932,
The Transporter 2,100,2005,32000000,88978458,
The Transporter Refueled,34,2015,22000000,69698495,"[53, 28, 80, 9648]"
The Tree of Life,24,2011,35000000,61721826,"[18, 14]"
The Trials of Darryl Hunt,34,2007,200000,1217,
The Trouble with Harry,63,1955,1200000,7000000,
The Truman Show,49,1998,60000000,264118201,
The Tuxedo,96,2002,60000000,104429625,
"The Twilight Saga: Breaking Dawn, Part 1",57,2011,127500000,689420051,
"The Twilight Saga: Breaking Dawn, Part 2",25,2012,136200000,829724737,
The Twilight Saga: Eclipse,53,2010,68000000,706102828,"[12, 14, 18, 10749]"
The Twilight Saga: New Moon,82,2009,50000000,687557727,
The Ugly Truth,56,2009,38000000,205298907,
The Ultimate Gift,100,2007,9000000,3438735,
The Unborn,35,2009,16000000,78208812,
The Untouchables,80,1987,25000000,76270454,
The Upside,85,2019,37500000,119024536,"[35, 18]"
The Upside of Anger,89,2005,12000000,28915761,
The Usual Suspects,28,1995,6000000,34449356,
The Valley of Decision,75,1945,2160000,9132000,
The Vatican Exorcisms,8,2013,1100000,0,"[27, 99, 9648]"
The Vatican Tapes,3,2015,13000000,14929184,"[53, 27]"
The Veil,64,2015,4000000,0,[27]
The Veil,64,2015,4000000,0,"[28, 12, 878]"
The Velocity of Gary,46,1999,4000000,34145,
The Verdict,31,1982,16000000,53977250,
The Village,90,2004,71682975,257641634,
The Virgin Suicides,55,2000,6000000,10619770,
The Virginity Hit,44,2010,2000000,636706,[35]
The Visit,56,2015,5000000,98677816,"[27, 53, 9648]"
The Visit,56,2015,5000000,98677816,[99]
The Visit,56,2015,5000000,98677816,[]
The Visitor,2,2008,4000000,19174817,
The Vow,42,2012,30000000,197618160,"[18, 10749]"
The Wackness,67,2008,6000000,3330012,
The Walk,33,2015,35000000,61492104,"[12, 18, 53]"
The Walking Deceased,96,2015,2000000,0,
The Wall,29,2017,3000000,4495262,"[53, 10752, 18]"
The Warrior's Way,65,2010,42000000,8514325,"[12, 14, 28, 37, 53]"
The Wash,100,2001,4000000,10097096,
The Watch,27,2012,55000000,67130045,"[28, 35, 878]"
The Watcher,77,2000,33000000,47267829,"[27, 53]"
The Water Diviner,4,2015,22500000,31054727,"[10752, 18]"
The Water Horse: Legend of the Deep,53,2007,40000000,103429755,
The Waterboy,69,1998,23000000,190191646,
The Watermelon Woman,50,1997,300000,42735,
The Way Way Back,83,2013,5000000,26853810,"[35, 18]"
The Way of the Gun,95,2000,9000000,13061935,
The Weather Man,35,2005,20000000,15466961,
The Wedding Date,46,2005,15000000,47175038,
The Wedding Planner,47,2001,28000000,94728529,
The Wedding Ringer,73,2015,23000000,80171596,[35]
The Wendell Baker Story,27,2007,8000000,127188,
The White Countess,74,2005,16000000,2814566,
The Whole Nine Yards,38,2000,24000000,85527867,
The Whole Ten Yards,65,2004,30000000,26323969,
The Wicked Lady,19,1983,8000000,589308,
The Wicked Within,88,2013,1200000,0,[27]
The Widow of St. Pierre,98,2001,13000000,3058380,
The Wild,92,2006,80000000,99010667,
The Wild Bunch,75,1969,6000000,509424,
The Wild Thornberrys Movie,11,2002,25000000,60694737,
The Wind That Shakes the Barley,56,2007,8300000,25670174,
The Witch,94,2016,3500000,40454520,"[9648, 27]"
The Witch,94,2016,3500000,40454520,"[9648, 27]"
The Wiz,54,1978,24000000,22000000,
The Wizard of Oz,89,1939,2777000,34305476,
The Wolf of Wall Street,76,2013,100000000,389870414,"[80, 18, 35]"
The Wolfman,91,2010,150000000,142634358,[27]
The Wolverine,8,2013,115000000,416456852,"[28, 878, 12, 14]"
The Woman Chaser,59,2000,150000,110719,
The Woman in Black,18,2012,15000000,128955898,"[18, 27, 53]"
The Women,45,2008,16000000,50103808,
The Wood,27,1999,6000000,25059640,
The Word,33,2014,200000,3648,
The Words,46,2012,6000000,16369708,"[18, 53]"
The Work and the Glory,66,2004,7500000,3347647,
The Work and the Glory: American Zion,100,2005,6500000,2025032,
The Work and the Story,79,2003,103000,16137,
The World is Not Enough,28,1999,135000000,361730660,
The World's End,76,2013,20000000,47508505,"[35, 28, 878]"
The World's Fastest Indian,1,2005,25000000,18991288,
The Wrestler,24,2008,6000000,46634275,
The Wrong Man,69,1956,1200000,2000000,"[10770, 9648, 53]"
The X Files: Fight the Future,69,1998,66000000,189176423,
The X-Files: I Want to Believe,9,2008,35000000,68170792,
The Yards,93,2000,20000000,2282710,
The Yellow Handkerchief,89,2010,15500000,318623,
The Young Messiah,17,2016,16800000,7313697,[18]
The Young Unknowns,67,2003,800000,58163,
The Young Victoria,28,2009,35000000,31878891,
The Young and Prodigious T.S. Spivet,82,2015,33000000,357687,"[12, 18, 10751]"
The Zookeeperâs Wife,7,2017,20000000,26308749,
There Be Dragons,21,2011,36000000,4020990,"[18, 10752]"
There Goes My Baby,29,1994,10500000,125169,
There Will Be Blood,10,2007,25000000,77208711,
There's Something About Mary,6,1998,22000000,369884651,
Theresa Is a Mother,40,2015,200000,0,
They Came Together,58,2014,3000000,82780,[35]
They Live,94,1988,4000000,13000774,
They Will Have to Kill Us First,16,2016,600000,7943,"[10402, 99]"
Things We Lost in the Fire,69,2007,16000000,8120148,
Things to Do in Denver when You're Dead,41,1995,15000000,529766,
Think Like a Man,45,2012,12000000,113373764,"[35, 10749]"
Think Like a Man Too,36,2014,24000000,70027933,"[35, 10749]"
Thinner,100,1996,14000000,15171475,
Thirteen,15,2003,2000000,9505996,
Thirteen Conversations About One Thing,20,2002,3000000,3705923,
Thirteen Days,94,2000,80000000,66554547,
Thirteen Ghosts,34,2001,19000000,68467960,
This Christmas,57,2007,13000000,49733545,
This Is Martin Bonner,29,2013,42000,0,[18]
This Means War,98,2012,65000000,156974557,"[28, 35, 10749]"
This Thing of Ours,61,2003,2000000,37227,
This is 40,45,2012,35000000,90221182,
This is England,58,2007,2380000,8739576,
This is Where I Leave You,57,2014,20000000,41296320,
This is the End,91,2013,32000000,126539117,
Thomas and the Magic Railroad,43,2000,19000000,15911332,
Thor,70,2011,150000000,449326618,"[12, 14, 28]"
Thor: Ragnarok,82,2017,180000000,846980024,"[28, 12, 35, 14]"
Thor: Ragnarok,82,2017,180000000,846980024,"[28, 12, 35, 14]"
Thor: The Dark World,66,2013,150000000,644602516,"[28, 12, 14]"
Thoroughbreds,47,2018,5000000,3187302,"[18, 53]"
Thoroughbreds,47,2018,5000000,3187302,"[18, 53]"
Thr3e,54,2007,2400000,1420418,
"Three Billboards Outside Ebbing, Missouri",59,2017,12000000,160191915,"[80, 18]"
"Three Billboards Outside Ebbing, Missouri",59,2017,12000000,160191915,"[80, 18]"
Three Kingdoms: Resurrection of the Dragon,9,2010,20000000,22139590,
Three Kings,22,1999,48000000,107752036,
Three to Tango,43,1999,20000000,10570375,
Thumbsucker,21,2005,4000000,1919197,
Thunder and the House of Magic,68,2014,34000000,62582520,
Thunderball,72,1965,9000000,141200000,
Thunderbirds,44,2004,55000000,28231444,
Tian jiang xiong shi,20,2015,65000000,122519874,
Tiger Orange,99,2015,100000,0,[18]
Tim and Eric's Billion Dollar Movie,44,2012,3000000,223652,[35]
Timber Falls,8,2007,2600000,71248,
Time Bandits,66,1981,12000000,37400000,
Time Changer,55,2002,825000,1500711,
Time to Choose,22,2016,3500000,29233,[99]
Timecop,56,1994,28000000,102053581,
Timeline,1,2003,80000000,26703184,
Tin Can Man,65,2007,12000,0,
Tin Cup,82,1996,45000000,75854588,
Tinker Tailor Soldier Spy,72,2011,21000000,81452811,"[18, 53, 9648]"
Tiny Furniture,18,2010,50000,424149,"[10749, 35, 18]"
Titan A.E.,66,2000,75000000,36751979,
Titanic,43,1997,200000000,2208208395,
"To Be Frank, Sinatra at 100",80,2015,2000000,926,
To Die For,90,1995,20000000,27688744,
To Kill A Mockingbird,96,1962,2000000,13129846,
To Rome with Love,58,2012,21500000,74326015,"[10749, 35, 18]"
To Save a Life,35,2010,500000,3824868,
To Write Love On Her Arms,41,2015,3400000,0,
Tom Jones,13,1963,1000000,37600000,
Tom yum goong,4,2006,5700000,43044087,
Tomb Raider,70,2018,90000000,273477501,"[28, 12, 14]"
Tombstone,88,1993,25000000,56505065,
Tomcats,93,2001,11000000,13558739,
Tomorrow Never Dies,24,1997,110000000,339504276,
Tomorrowland,23,2015,170000000,206627518,"[12, 10751, 9648, 878]"
Tooth Fairy,23,2010,48000000,112610386,"[35, 10751, 14]"
Tootsie,95,1982,15000000,177200000,
Top Five,80,2014,12000000,26001741,"[18, 35]"
Top Gun,94,1986,15000000,356799634,
Top Hat,6,1935,609000,3202000,
Top Spin,61,2015,150000,5858,[99]
Top Spin,61,2015,150000,5858,[99]
Topaz,10,1969,4000000,6000000,
Topsy Turvy,66,1999,20000000,6201757,
"Tora, Tora, Tora",34,1970,25000000,29548291,
Torn Curtain,88,1966,3000000,13000000,
Torque,95,2004,40000000,46176322,
Total Recall,79,2012,125000000,211856088,"[28, 878, 12, 53]"
Total Recall,80,1990,65000000,261400000,"[28, 878, 12, 53]"
Touching the Void,16,2004,2000000,15396525,
Tower Heist,5,2011,85000000,150422946,"[28, 35]"
Towering Inferno,75,1974,14000000,139700000,
Town & Country,53,2001,105000000,10364769,
Toy Story,37,1995,30000000,364545516,"[16, 35, 10751]"
Toy Story,37,1995,30000000,364545516,"[16, 35, 10751]"
Toy Story 2,40,1999,90000000,511358276,"[16, 35, 10751]"
Toy Story 2,40,1999,90000000,511358276,"[16, 35, 10751]"
Toy Story 3,47,2010,200000000,1068879522,"[16, 10751, 35]"
Tracker,4,2011,6500000,3149,"[28, 18, 53, 12]"
Trade,40,2007,12000000,1513388,
Trade of Innocents,3,2012,5800000,15091,
Traffic,16,2000,48000000,208300000,
Training Day,67,2001,45000000,104505362,
Trainspotting,62,1996,3100000,71558971,
Trainwreck,36,2015,35000000,141123897,"[35, 10749]"
Traitor,25,2008,22000000,27882226,
Trance,71,2013,16000000,22594052,"[53, 80, 18, 9648]"
Trance,31,2012,950000,0,"[53, 80, 18, 9648]"
Transamerica,26,2006,1000000,16553163,
Transcendence,2,2014,100000000,103039258,[]
Transcendence,2,2014,100000000,103039258,"[53, 878, 18, 9648]"
Transformers,54,2007,151000000,708272592,
Transformers: Age of Extinction,37,2014,210000000,1104039076,"[878, 28, 12]"
Transformers: Dark of the Moon,64,2011,195000000,1123790543,"[28, 878, 12]"
Transformers: Revenge of the Fallen,36,2009,210000000,836519699,
Transformers: The Last Knight,33,2017,217000000,602893340,"[28, 878, 53, 12]"
Transporter 3,72,2008,40000000,107235592,
Transsiberian,32,2008,15000000,6379575,
Trapeze,92,1956,4000000,14400000,
Trapped,87,2002,30000000,6916869,[]
Trapped,87,2002,30000000,6916869,[99]
Trash,46,2015,12000000,6553186,[]
Trash,46,2015,12000000,6553186,"[12, 80, 18, 53]"
Travellers and Magicians,27,2005,1800000,1322161,
Treachery,5,2013,625000,0,[18]
Treading Water,15,2015,4700000,0,"[18, 35]"
Treasure Planet,97,2002,100000000,91800000,
Trees Lounge,34,1996,1300000,749741,
Trekkies,27,1999,375000,617172,
Tremors,13,1990,10000000,16667084,
Trespass,54,2011,35000000,786532,"[80, 18, 53, 9648]"
Triangle,52,2010,12000000,1594955,[27]
Triple 9,33,2016,20000000,25943792,"[28, 53, 9648]"
Trippinâ,96,1999,3000000,9017070,
Tristram Shandy: A Cock and Bull Story,10,2006,4750000,3061763,
Trois,20,2000,200000,1161843,
Trolljegeren,17,2011,3500000,5706638,"[14, 27]"
Trolls,73,2016,125000000,344150134,"[12, 10751, 35, 14, 10402, 16]"
Trolls,73,2016,125000000,344150134,"[12, 10751, 35, 14, 10402, 16]"
Tron,89,1982,17000000,26918576,"[878, 28, 12]"
Tron: Legacy,58,2010,200000000,400062763,
Troop Beverly Hills,23,1989,18000000,7190505,
Tropa de Elite,83,2008,6537890,14319195,
Tropic Thunder,50,2008,90000000,191145256,
Trouble with the Curve,18,2012,60000000,47818913,"[18, 10749]"
Troy,82,2004,150000000,484161265,
Trucker,4,2009,1500000,52429,
Trudno byt bogom,60,2015,7000000,41038,
True Bromance,97,2011,2000000,0,
True Grit,29,2010,35000000,252276928,"[18, 12, 37]"
True Lies,71,1994,100000000,365300000,
True Romance,22,1993,12500000,12309980,
Trust,43,2011,4000000,120016,"[80, 18, 53]"
Trust the Man,6,2006,9000000,2548378,
Truth or Dare,91,2018,3500000,95127344,"[27, 53, 9648]"
Truth or Dare,91,2018,3500000,95127344,[27]
Truth or Dare,91,2018,3500000,95127344,[28]
Truth or Dare,91,2018,3500000,95127344,[27]
Truth or Dare,91,2018,3500000,95127344,"[53, 27]"
Truth or Die,12,2012,1000000,0,
Tsotsi,24,2006,3000000,11537539,
Tu Xia Chuan Qi,51,2011,12000000,1828400,
Tuck Everlasting,72,2002,15000000,19344615,
Tucker & Dale vs. Evil,69,2011,5000000,5476793,
Tulip Fever,8,2017,25000000,6792768,"[18, 10749]"
Tumbleweeds,40,1999,312000,1788168,
Tupac Resurrection,41,2003,300000,7808524,
Turbo,31,2013,135000000,286896578,"[16, 10751]"
Turbulence,41,1997,55000000,11532774,"[28, 18, 53]"
Turistas,49,2006,10000000,14321070,
Tusk,28,2014,3000000,1887554,"[35, 27, 18, 53]"
Twilight,89,2008,37000000,402280159,
Twilight,20,1998,20000000,15055091,
Twilight Zone: The Movie,86,1983,10000000,29500000,
Twin Falls Idaho,43,1999,500000,1027228,
Twins,100,1988,15000000,216600000,
Twisted,74,2004,50000000,40119848,"[53, 10770]"
Twister,82,1996,88000000,495700000,
Twixt,66,2013,7000000,1268346,"[27, 9648, 14, 35]"
Two Brothers,89,2004,72000000,62176754,
Two Can Play That Game,74,2001,13000000,22391450,
Two Girls and a Guy,46,1998,1000000,2315026,
Two Lovers,22,2009,12000000,16349034,
Two Lovers and a Bear,75,2017,6840000,22273,
Two Night Stand,60,2014,1600000,868081,"[10749, 35]"
Two Weeks Notice,60,2002,60000000,199043309,
Tycoon,73,2003,5000000,121016,
Tyler Perry's A Madea Christmas,93,2013,25000000,52543354,
Tyler Perry's Good Deeds,86,2012,14000000,35579177,
Tyler Perry's Madea's Witness Protection,14,2012,20000000,66950887,
Tyler Perryâs Boo 2! A Madea Halloween,31,2017,20000000,47879572,
Tyler Perryâs Boo! A Madea Halloween,9,2016,20000000,73206343,
U-571,31,2000,62000000,127630030,
U2 3D,88,2008,15000000,26170402,
UHF,30,1989,5000000,6157157,
USS Indianapolis: Men of Courage,40,2016,40000000,1663785,"[28, 10752]"
UglyDolls,6,2019,45000000,24644664,
Ulee's Gold,92,1997,2700000,15600000,
Ultramarines,26,2011,8900000,0,
Ultraviolet,56,2006,30000000,30962112,
Un ProphÃ¨te,1,2010,13000000,19910624,
Un long dimanche de fianÃ§ailles,45,2004,55000000,69759296,
Un monstre Ã Paris,38,2013,40000000,27000381,
UnDivided,99,2015,250000,0,
Unaccompanied Minors,59,2006,25000000,21970831,
Unbreakable,75,2000,73243106,248099143,
